candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0224,3,high_school,"linux, communication, data analysis, statistics, machine learning, teamwork, java","Worked as developer for 3 years with expertise in linux, communication, data analysis",developer,1
CAND_0225,10,associate,"teamwork, leadership, python, scrum","Worked as developer for 10 years with expertise in teamwork, leadership, python",developer,1
CAND_0226,12,associate,"sql, git, python, scrum","Worked as designer for 12 years with expertise in sql, git, python",designer,0
CAND_0227,5,associate,"agile, java, linux, kubernetes, scrum, docker, statistics, project management","Worked as analyst for 5 years with expertise in agile, java, linux",analyst,1
CAND_0228,5,bachelor,"data analysis, sql, machine learning, communication, agile","Worked as developer for 5 years with expertise in data analysis, sql, machine learning",developer,1
CAND_0229,14,master,"data analysis, python, communication, machine learning, statistics","Worked as developer for 14 years with expertise in data analysis, python, communication",developer,1
CAND_0230,12,high_school,"git, python, nodejs, statistics, communication","Worked as analyst for 12 years with expertise in git, python, nodejs",analyst,1
CAND_0231,14,master,"java, javascript, docker, python, scrum, teamwork","Worked as designer for 14 years with expertise in java, javascript, docker",designer,1
CAND_0232,14,master,"python, statistics, teamwork, nodejs","Worked as designer for 14 years with expertise in python, statistics, teamwork",designer,1
CAND_0233,19,master,"python, communication, kubernetes, react, leadership, javascript, statistics, project management","Worked as developer for 19 years with expertise in python, communication, kubernetes",developer,1
CAND_0234,11,associate,"data analysis, communication, linux","Worked as consultant for 11 years with expertise in data analysis, communication, linux",consultant,0
CAND_0235,0,bachelor,"kubernetes, data analysis, docker, communication, javascript","Worked as consultant for 0 years with expertise in kubernetes, data analysis, docker",consultant,0
CAND_0236,17,bachelor,"kubernetes, project management, react, linux, aws, git","Worked as manager for 17 years with expertise in kubernetes, project management, react",manager,1
CAND_0237,15,phd,"data analysis, machine learning, javascript, python, aws","Worked as developer for 15 years with expertise in data analysis, machine learning, javascript",developer,1
CAND_0238,3,bachelor,"python, javascript, excel, agile, docker, sql, teamwork, react","Worked as analyst for 3 years with expertise in python, javascript, excel",analyst,1
CAND_0239,15,phd,"java, teamwork","Worked as designer for 15 years with expertise in java, teamwork",designer,1
CAND_0240,13,phd,"data analysis, excel","Worked as designer for 13 years with expertise in data analysis, excel",designer,1
CAND_0241,7,phd,"aws, azure, scrum, leadership, git","Worked as manager for 7 years with expertise in aws, azure, scrum",manager,1
CAND_0242,15,bachelor,"project management, scrum, react, azure, kubernetes, linux, teamwork","Worked as designer for 15 years with expertise in project management, scrum, react",designer,1
CAND_0243,8,master,"python, excel, aws, project management, leadership, java, agile","Worked as manager for 8 years with expertise in python, excel, aws",manager,1
CAND_0244,10,phd,"excel, machine learning","Worked as designer for 10 years with expertise in excel, machine learning",designer,1
CAND_0245,0,bachelor,"java, kubernetes, agile, scrum, python","Worked as manager for 0 years with expertise in java, kubernetes, agile",manager,1
CAND_0246,19,master,"machine learning, java","Worked as manager for 19 years with expertise in machine learning, java",manager,1
CAND_0247,13,master,"statistics, javascript, communication, azure, docker, java","Worked as consultant for 13 years with expertise in statistics, javascript, communication",consultant,1
CAND_0248,6,phd,"kubernetes, teamwork, communication, javascript, machine learning, git, scrum","Worked as analyst for 6 years with expertise in kubernetes, teamwork, communication",analyst,1
CAND_0249,18,master,"communication, docker, teamwork, java, linux","Worked as analyst for 18 years with expertise in communication, docker, teamwork",analyst,1
CAND_0250,17,associate,"excel, linux, kubernetes, sql, leadership, aws, statistics, react","Worked as consultant for 17 years with expertise in excel, linux, kubernetes",consultant,1
CAND_0251,6,high_school,"leadership, docker, communication, teamwork, kubernetes","Worked as consultant for 6 years with expertise in leadership, docker, communication",consultant,1
CAND_0252,3,bachelor,"sql, kubernetes, docker, scrum, linux","Worked as analyst for 3 years with expertise in sql, kubernetes, docker",analyst,1
CAND_0253,4,phd,"scrum, python, machine learning, communication, sql, java","Worked as analyst for 4 years with expertise in scrum, python, machine learning",analyst,1
CAND_0254,2,phd,"excel, git, nodejs, react","Worked as consultant for 2 years with expertise in excel, git, nodejs",consultant,0
CAND_0255,16,high_school,"python, aws, communication, leadership, excel","Worked as analyst for 16 years with expertise in python, aws, communication",analyst,1
CAND_0256,18,bachelor,"scrum, excel, agile, react, docker","Worked as developer for 18 years with expertise in scrum, excel, agile",developer,1
CAND_0257,17,master,"leadership, sql, machine learning","Worked as consultant for 17 years with expertise in leadership, sql, machine learning",consultant,1
CAND_0258,0,bachelor,"python, scrum, kubernetes, teamwork","Worked as designer for 0 years with expertise in python, scrum, kubernetes",designer,0
CAND_0259,7,phd,"azure, agile","Worked as developer for 7 years with expertise in azure, agile",developer,1
CAND_0260,7,bachelor,"javascript, java, agile, react, statistics, nodejs, git, kubernetes","Worked as analyst for 7 years with expertise in javascript, java, agile",analyst,1
CAND_0261,17,high_school,"leadership, teamwork","Worked as manager for 17 years with expertise in leadership, teamwork",manager,0
CAND_0262,0,master,"machine learning, statistics, project management, nodejs, excel, kubernetes","Worked as developer for 0 years with expertise in machine learning, statistics, project management",developer,1
CAND_0263,5,phd,"javascript, docker, data analysis, machine learning, python, agile, linux","Worked as analyst for 5 years with expertise in javascript, docker, data analysis",analyst,1
CAND_0264,3,high_school,"kubernetes, react","Worked as manager for 3 years with expertise in kubernetes, react",manager,0
CAND_0265,2,phd,"javascript, python, kubernetes","Worked as consultant for 2 years with expertise in javascript, python, kubernetes",consultant,0
CAND_0266,4,high_school,"kubernetes, python, teamwork, communication, machine learning","Worked as analyst for 4 years with expertise in kubernetes, python, teamwork",analyst,1
CAND_0267,18,high_school,"machine learning, docker, azure, excel, react, git, java, leadership","Worked as designer for 18 years with expertise in machine learning, docker, azure",designer,1
CAND_0268,12,phd,"project management, aws, python","Worked as manager for 12 years with expertise in project management, aws, python",manager,1
CAND_0269,6,bachelor,"machine learning, leadership, java, kubernetes, linux","Worked as manager for 6 years with expertise in machine learning, leadership, java",manager,1
CAND_0270,11,high_school,"java, kubernetes, communication, azure","Worked as manager for 11 years with expertise in java, kubernetes, communication",manager,0
CAND_0271,19,associate,"leadership, nodejs, excel, python, agile, statistics, machine learning","Worked as analyst for 19 years with expertise in leadership, nodejs, excel",analyst,1
CAND_0272,1,master,"azure, aws, statistics, docker, javascript, linux","Worked as developer for 1 years with expertise in azure, aws, statistics",developer,0
CAND_0273,16,bachelor,"react, nodejs, scrum","Worked as developer for 16 years with expertise in react, nodejs, scrum",developer,1
CAND_0274,10,master,"excel, javascript, git, machine learning, docker, teamwork, leadership, react","Worked as analyst for 10 years with expertise in excel, javascript, git",analyst,1
CAND_0275,15,associate,"sql, nodejs, communication","Worked as analyst for 15 years with expertise in sql, nodejs, communication",analyst,0
CAND_0276,17,associate,"project management, azure","Worked as analyst for 17 years with expertise in project management, azure",analyst,0
CAND_0277,14,bachelor,"docker, communication, machine learning, sql, excel, statistics, nodejs, scrum","Worked as developer for 14 years with expertise in docker, communication, machine learning",developer,1
CAND_0278,11,associate,"project management, leadership, docker","Worked as manager for 11 years with expertise in project management, leadership, docker",manager,0
CAND_0279,6,master,"scrum, react, communication, statistics, teamwork, data analysis, agile, machine learning","Worked as consultant for 6 years with expertise in scrum, react, communication",consultant,1
CAND_0280,14,phd,"teamwork, kubernetes, java, linux, machine learning, agile, javascript","Worked as analyst for 14 years with expertise in teamwork, kubernetes, java",analyst,1
CAND_0281,0,phd,"kubernetes, communication, nodejs, docker","Worked as analyst for 0 years with expertise in kubernetes, communication, nodejs",analyst,0
CAND_0282,9,associate,"machine learning, data analysis, azure, linux, project management, excel, docker","Worked as analyst for 9 years with expertise in machine learning, data analysis, azure",analyst,1
CAND_0283,0,bachelor,"javascript, scrum","Worked as analyst for 0 years with expertise in javascript, scrum",analyst,0
CAND_0284,16,high_school,"project management, statistics, javascript","Worked as consultant for 16 years with expertise in project management, statistics, javascript",consultant,0
CAND_0285,14,bachelor,"excel, linux","Worked as designer for 14 years with expertise in excel, linux",designer,1
CAND_0286,10,high_school,"leadership, react, javascript, git","Worked as analyst for 10 years with expertise in leadership, react, javascript",analyst,0
CAND_0287,13,bachelor,"scrum, teamwork, communication","Worked as analyst for 13 years with expertise in scrum, teamwork, communication",analyst,1
CAND_0288,15,master,"machine learning, nodejs, kubernetes","Worked as analyst for 15 years with expertise in machine learning, nodejs, kubernetes",analyst,1
CAND_0289,12,master,"kubernetes, teamwork, python, java, aws","Worked as analyst for 12 years with expertise in kubernetes, teamwork, python",analyst,1
CAND_0290,4,high_school,"aws, kubernetes, machine learning, python, java, teamwork","Worked as manager for 4 years with expertise in aws, kubernetes, machine learning",manager,1
CAND_0291,16,high_school,"communication, excel, linux, statistics, kubernetes, react, javascript","Worked as manager for 16 years with expertise in communication, excel, linux",manager,0
CAND_0292,5,phd,"javascript, python, project management, statistics","Worked as manager for 5 years with expertise in javascript, python, project management",manager,1
CAND_0293,19,high_school,"react, sql, kubernetes","Worked as developer for 19 years with expertise in react, sql, kubernetes",developer,0
CAND_0294,0,bachelor,"communication, react, statistics, javascript, machine learning","Worked as analyst for 0 years with expertise in communication, react, statistics",analyst,0
CAND_0295,0,phd,"teamwork, data analysis, azure","Worked as analyst for 0 years with expertise in teamwork, data analysis, azure",analyst,0
CAND_0296,0,phd,"data analysis, sql, agile, javascript, project management","Worked as developer for 0 years with expertise in data analysis, sql, agile",developer,1
CAND_0297,7,bachelor,"agile, kubernetes, javascript","Worked as analyst for 7 years with expertise in agile, kubernetes, javascript",analyst,1
CAND_0298,12,phd,"excel, git, java","Worked as manager for 12 years with expertise in excel, git, java",manager,1
CAND_0299,4,phd,"javascript, java, react, data analysis, linux, statistics","Worked as consultant for 4 years with expertise in javascript, java, react",consultant,1
CAND_0300,19,master,"azure, linux, javascript, nodejs, teamwork, communication","Worked as manager for 19 years with expertise in azure, linux, javascript",manager,1
CAND_0301,10,high_school,"linux, docker, agile, react, data analysis, kubernetes","Worked as consultant for 10 years with expertise in linux, docker, agile",consultant,0
CAND_0302,1,high_school,"excel, kubernetes, git, statistics, data analysis, agile","Worked as designer for 1 years with expertise in excel, kubernetes, git",designer,0
CAND_0303,6,associate,"machine learning, leadership, excel, react, scrum, kubernetes, aws","Worked as developer for 6 years with expertise in machine learning, leadership, excel",developer,1
CAND_0304,12,bachelor,"java, teamwork, linux, python, docker, react, azure","Worked as designer for 12 years with expertise in java, teamwork, linux",designer,1
CAND_0305,17,phd,"communication, javascript, react, python","Worked as consultant for 17 years with expertise in communication, javascript, react",consultant,1
CAND_0306,4,associate,"javascript, react, linux","Worked as analyst for 4 years with expertise in javascript, react, linux",analyst,0
CAND_0307,18,master,"git, javascript","Worked as analyst for 18 years with expertise in git, javascript",analyst,1
CAND_0308,4,phd,"react, java, statistics, nodejs, azure, sql, project management, aws","Worked as analyst for 4 years with expertise in react, java, statistics",analyst,1
CAND_0309,15,bachelor,"communication, docker, data analysis, scrum, azure, machine learning","Worked as consultant for 15 years with expertise in communication, docker, data analysis",consultant,1
CAND_0310,6,high_school,"project management, statistics, kubernetes, docker, react, python","Worked as designer for 6 years with expertise in project management, statistics, kubernetes",designer,1
CAND_0311,0,master,"machine learning, aws, statistics, teamwork, sql, excel, kubernetes, communication","Worked as developer for 0 years with expertise in machine learning, aws, statistics",developer,0
CAND_0312,16,phd,"python, linux, nodejs, docker, git","Worked as analyst for 16 years with expertise in python, linux, nodejs",analyst,1
CAND_0313,11,associate,"kubernetes, react, statistics, javascript, docker, scrum, git","Worked as manager for 11 years with expertise in kubernetes, react, statistics",manager,0
CAND_0314,9,master,"python, excel","Worked as analyst for 9 years with expertise in python, excel",analyst,1
CAND_0315,9,bachelor,"kubernetes, react, scrum, aws, teamwork, excel","Worked as manager for 9 years with expertise in kubernetes, react, scrum",manager,1
CAND_0316,5,master,"leadership, kubernetes, java, linux","Worked as manager for 5 years with expertise in leadership, kubernetes, java",manager,1
CAND_0317,12,master,"scrum, data analysis, agile, python, java","Worked as analyst for 12 years with expertise in scrum, data analysis, agile",analyst,1
CAND_0318,15,phd,"azure, aws, scrum, excel","Worked as manager for 15 years with expertise in azure, aws, scrum",manager,1
CAND_0319,6,high_school,"javascript, teamwork, leadership, statistics","Worked as consultant for 6 years with expertise in javascript, teamwork, leadership",consultant,0
CAND_0320,4,bachelor,"react, kubernetes, git, communication, aws, excel, sql, project management","Worked as analyst for 4 years with expertise in react, kubernetes, git",analyst,1
CAND_0321,12,bachelor,"scrum, python, docker, communication, git, react, nodejs, sql","Worked as analyst for 12 years with expertise in scrum, python, docker",analyst,1
CAND_0322,5,associate,"machine learning, communication, docker, teamwork","Worked as manager for 5 years with expertise in machine learning, communication, docker",manager,0
CAND_0323,2,bachelor,"react, git, azure","Worked as analyst for 2 years with expertise in react, git, azure",analyst,0
CAND_0324,13,associate,"leadership, agile, linux, teamwork, azure, excel","Worked as consultant for 13 years with expertise in leadership, agile, linux",consultant,1
CAND_0325,5,high_school,"javascript, nodejs","Worked as manager for 5 years with expertise in javascript, nodejs",manager,0
CAND_0326,6,high_school,"scrum, statistics, linux, aws, sql, nodejs, excel","Worked as consultant for 6 years with expertise in scrum, statistics, linux",consultant,0
CAND_0327,13,associate,"excel, communication","Worked as developer for 13 years with expertise in excel, communication",developer,0
CAND_0328,15,master,"git, scrum","Worked as developer for 15 years with expertise in git, scrum",developer,1
CAND_0329,18,high_school,"kubernetes, excel, agile, linux","Worked as analyst for 18 years with expertise in kubernetes, excel, agile",analyst,0
CAND_0330,0,phd,"react, leadership","Worked as analyst for 0 years with expertise in react, leadership",analyst,0
CAND_0331,10,phd,"agile, react, javascript, python, communication, docker","Worked as designer for 10 years with expertise in agile, react, javascript",designer,1
CAND_0332,8,high_school,"data analysis, aws, scrum","Worked as consultant for 8 years with expertise in data analysis, aws, scrum",consultant,0
CAND_0333,13,master,"aws, javascript, kubernetes, project management, scrum, communication","Worked as manager for 13 years with expertise in aws, javascript, kubernetes",manager,1
CAND_0334,14,associate,"python, excel, communication, linux, teamwork, git, aws, machine learning","Worked as consultant for 14 years with expertise in python, excel, communication",consultant,1
CAND_0335,5,phd,"aws, project management, react, sql, azure, scrum, javascript, docker","Worked as designer for 5 years with expertise in aws, project management, react",designer,1
CAND_0336,8,associate,"aws, python, machine learning, leadership, react, communication, scrum","Worked as analyst for 8 years with expertise in aws, python, machine learning",analyst,1
CAND_0337,13,phd,"docker, python, git","Worked as analyst for 13 years with expertise in docker, python, git",analyst,1
CAND_0338,9,master,"teamwork, statistics, docker, aws, javascript","Worked as developer for 9 years with expertise in teamwork, statistics, docker",developer,1
CAND_0339,4,bachelor,"docker, statistics, data analysis, nodejs, agile, sql, java, kubernetes","Worked as manager for 4 years with expertise in docker, statistics, data analysis",manager,1
CAND_0340,4,phd,"communication, javascript","Worked as designer for 4 years with expertise in communication, javascript",designer,1
CAND_0341,17,bachelor,"azure, sql, teamwork, excel, docker","Worked as developer for 17 years with expertise in azure, sql, teamwork",developer,1
CAND_0342,8,master,"nodejs, kubernetes","Worked as analyst for 8 years with expertise in nodejs, kubernetes",analyst,1
CAND_0343,10,high_school,"leadership, azure, statistics, excel, agile, react","Worked as designer for 10 years with expertise in leadership, azure, statistics",designer,1
CAND_0344,9,high_school,"aws, nodejs, sql","Worked as manager for 9 years with expertise in aws, nodejs, sql",manager,0
CAND_0345,9,bachelor,"sql, azure, aws, python, excel","Worked as designer for 9 years with expertise in sql, azure, aws",designer,1
CAND_0346,0,phd,"scrum, linux, python, agile, git","Worked as manager for 0 years with expertise in scrum, linux, python",manager,1
CAND_0347,5,high_school,"communication, leadership, kubernetes, sql","Worked as developer for 5 years with expertise in communication, leadership, kubernetes",developer,0
CAND_0348,4,high_school,"data analysis, python, excel, javascript, sql","Worked as analyst for 4 years with expertise in data analysis, python, excel",analyst,1
CAND_0349,3,high_school,"statistics, react, excel, data analysis, python, communication, docker","Worked as consultant for 3 years with expertise in statistics, react, excel",consultant,1
CAND_0350,16,high_school,"machine learning, scrum","Worked as manager for 16 years with expertise in machine learning, scrum",manager,0
CAND_0351,19,high_school,"scrum, docker, teamwork","Worked as designer for 19 years with expertise in scrum, docker, teamwork",designer,0
CAND_0352,19,high_school,"sql, communication","Worked as analyst for 19 years with expertise in sql, communication",analyst,0
CAND_0353,16,master,"java, python, project management, git, react, agile","Worked as analyst for 16 years with expertise in java, python, project management",analyst,1
CAND_0354,10,high_school,"communication, python, agile, project management, javascript, azure, data analysis","Worked as designer for 10 years with expertise in communication, python, agile",designer,1
CAND_0355,1,bachelor,"communication, azure, java, linux","Worked as consultant for 1 years with expertise in communication, azure, java",consultant,0
CAND_0356,14,bachelor,"data analysis, aws, leadership, agile, python","Worked as consultant for 14 years with expertise in data analysis, aws, leadership",consultant,1
CAND_0357,16,bachelor,"react, machine learning, leadership, scrum, statistics, communication, teamwork","Worked as analyst for 16 years with expertise in react, machine learning, leadership",analyst,1
CAND_0358,5,associate,"statistics, teamwork, kubernetes, aws, agile, sql, javascript","Worked as manager for 5 years with expertise in statistics, teamwork, kubernetes",manager,0
CAND_0359,13,associate,"react, aws, statistics","Worked as designer for 13 years with expertise in react, aws, statistics",designer,0
CAND_0360,17,master,"python, statistics, teamwork","Worked as analyst for 17 years with expertise in python, statistics, teamwork",analyst,1
CAND_0361,8,bachelor,"statistics, python","Worked as analyst for 8 years with expertise in statistics, python",analyst,1
CAND_0362,15,associate,"sql, statistics, kubernetes, leadership, linux, git, project management","Worked as manager for 15 years with expertise in sql, statistics, kubernetes",manager,1
CAND_0363,11,phd,"excel, statistics","Worked as designer for 11 years with expertise in excel, statistics",designer,1
CAND_0364,19,associate,"leadership, teamwork, docker, aws","Worked as developer for 19 years with expertise in leadership, teamwork, docker",developer,0
CAND_0365,14,master,"git, scrum","Worked as consultant for 14 years with expertise in git, scrum",consultant,1
CAND_0366,9,high_school,"azure, java","Worked as developer for 9 years with expertise in azure, java",developer,0
CAND_0367,10,high_school,"machine learning, agile, javascript, data analysis, statistics, aws","Worked as analyst for 10 years with expertise in machine learning, agile, javascript",analyst,0
CAND_0368,17,master,"sql, git, data analysis, javascript","Worked as designer for 17 years with expertise in sql, git, data analysis",designer,1
CAND_0369,12,master,"react, teamwork","Worked as manager for 12 years with expertise in react, teamwork",manager,1
CAND_0370,16,associate,"nodejs, project management, linux, aws, java, sql, git","Worked as designer for 16 years with expertise in nodejs, project management, linux",designer,1
CAND_0371,14,high_school,"linux, excel, leadership, azure, statistics","Worked as analyst for 14 years with expertise in linux, excel, leadership",analyst,1
CAND_0372,10,associate,"nodejs, docker, python, aws, leadership","Worked as developer for 10 years with expertise in nodejs, docker, python",developer,1
CAND_0373,11,associate,"docker, linux, scrum, statistics, teamwork, machine learning, excel, communication","Worked as analyst for 11 years with expertise in docker, linux, scrum",analyst,0
CAND_0374,16,master,"project management, git, nodejs, agile","Worked as analyst for 16 years with expertise in project management, git, nodejs",analyst,1
CAND_0375,5,associate,"javascript, teamwork, communication, data analysis","Worked as designer for 5 years with expertise in javascript, teamwork, communication",designer,0
CAND_0376,6,high_school,"scrum, kubernetes, excel, react","Worked as analyst for 6 years with expertise in scrum, kubernetes, excel",analyst,0
CAND_0377,14,high_school,"linux, statistics, teamwork","Worked as manager for 14 years with expertise in linux, statistics, teamwork",manager,0
CAND_0378,5,phd,"azure, aws, agile, communication, scrum, nodejs, kubernetes, docker","Worked as analyst for 5 years with expertise in azure, aws, agile",analyst,1
CAND_0379,0,bachelor,"git, aws, data analysis","Worked as analyst for 0 years with expertise in git, aws, data analysis",analyst,0
CAND_0380,1,phd,"nodejs, leadership, java, excel, scrum","Worked as designer for 1 years with expertise in nodejs, leadership, java",designer,1
CAND_0381,9,associate,"java, data analysis, git, project management","Worked as developer for 9 years with expertise in java, data analysis, git",developer,1
CAND_0382,1,associate,"leadership, aws, linux, statistics","Worked as analyst for 1 years with expertise in leadership, aws, linux",analyst,0
CAND_0383,5,bachelor,"javascript, communication","Worked as analyst for 5 years with expertise in javascript, communication",analyst,1
CAND_0384,8,associate,"agile, machine learning, python","Worked as designer for 8 years with expertise in agile, machine learning, python",designer,0
CAND_0385,1,master,"docker, aws, kubernetes, nodejs","Worked as analyst for 1 years with expertise in docker, aws, kubernetes",analyst,0
CAND_0386,0,master,"project management, leadership, linux, teamwork","Worked as consultant for 0 years with expertise in project management, leadership, linux",consultant,0
CAND_0387,19,associate,"machine learning, data analysis, linux","Worked as manager for 19 years with expertise in machine learning, data analysis, linux",manager,0
CAND_0388,16,high_school,"scrum, react, python, agile, machine learning","Worked as developer for 16 years with expertise in scrum, react, python",developer,1
CAND_0389,4,bachelor,"linux, data analysis, project management, scrum, javascript, docker","Worked as consultant for 4 years with expertise in linux, data analysis, project management",consultant,1
CAND_0390,0,associate,"react, java","Worked as manager for 0 years with expertise in react, java",manager,0
CAND_0391,1,high_school,"statistics, javascript, azure, linux, project management, aws","Worked as designer for 1 years with expertise in statistics, javascript, azure",designer,0
CAND_0392,11,bachelor,"data analysis, aws, javascript, teamwork, communication, react","Worked as analyst for 11 years with expertise in data analysis, aws, javascript",analyst,1
CAND_0393,9,master,"sql, project management, communication, nodejs, data analysis, scrum","Worked as developer for 9 years with expertise in sql, project management, communication",developer,1
CAND_0394,17,phd,"agile, communication, scrum, react","Worked as developer for 17 years with expertise in agile, communication, scrum",developer,1
CAND_0395,5,associate,"react, sql, scrum, teamwork, project management, data analysis, javascript","Worked as analyst for 5 years with expertise in react, sql, scrum",analyst,1
CAND_0396,19,master,"nodejs, react, linux","Worked as consultant for 19 years with expertise in nodejs, react, linux",consultant,1
CAND_0397,10,high_school,"scrum, linux, project management, python, react, azure, data analysis, communication","Worked as manager for 10 years with expertise in scrum, linux, project management",manager,1
CAND_0398,7,associate,"scrum, project management, linux, docker, communication, azure","Worked as designer for 7 years with expertise in scrum, project management, linux",designer,1
CAND_0399,14,associate,"project management, java, agile, statistics, machine learning, teamwork, kubernetes","Worked as developer for 14 years with expertise in project management, java, agile",developer,1
CAND_0400,10,master,"excel, java, project management, python, docker, javascript","Worked as manager for 10 years with expertise in excel, java, project management",manager,1
CAND_0401,11,high_school,"kubernetes, git, communication","Worked as consultant for 11 years with expertise in kubernetes, git, communication",consultant,0
CAND_0402,12,bachelor,"agile, statistics","Worked as analyst for 12 years with expertise in agile, statistics",analyst,1
CAND_0403,13,high_school,"linux, git, statistics, machine learning, java, javascript, python","Worked as consultant for 13 years with expertise in linux, git, statistics",consultant,1
CAND_0404,13,high_school,"nodejs, excel","Worked as analyst for 13 years with expertise in nodejs, excel",analyst,0
CAND_0405,10,high_school,"react, data analysis, python, excel, azure, docker, communication, java","Worked as consultant for 10 years with expertise in react, data analysis, python",consultant,1
CAND_0406,18,master,"aws, data analysis, machine learning, linux, java, leadership, javascript","Worked as developer for 18 years with expertise in aws, data analysis, machine learning",developer,1
CAND_0407,12,master,"docker, leadership, git, agile, communication","Worked as manager for 12 years with expertise in docker, leadership, git",manager,1
CAND_0408,8,bachelor,"sql, aws, machine learning, react, data analysis, statistics, javascript, nodejs","Worked as manager for 8 years with expertise in sql, aws, machine learning",manager,1
CAND_0409,16,master,"nodejs, teamwork, data analysis, aws, react, docker, azure","Worked as designer for 16 years with expertise in nodejs, teamwork, data analysis",designer,1
CAND_0410,8,master,"react, javascript","Worked as designer for 8 years with expertise in react, javascript",designer,1
CAND_0411,6,master,"linux, azure, python, statistics, kubernetes, java, excel, agile","Worked as consultant for 6 years with expertise in linux, azure, python",consultant,1
CAND_0412,16,high_school,"git, kubernetes, sql, python","Worked as analyst for 16 years with expertise in git, kubernetes, sql",analyst,0
CAND_0413,19,associate,"project management, linux, scrum, communication","Worked as developer for 19 years with expertise in project management, linux, scrum",developer,0
CAND_0414,18,high_school,"project management, agile, teamwork, javascript, excel, machine learning","Worked as manager for 18 years with expertise in project management, agile, teamwork",manager,1
CAND_0415,9,high_school,"statistics, git, leadership, nodejs, react, excel, linux, azure","Worked as manager for 9 years with expertise in statistics, git, leadership",manager,1
CAND_0416,6,associate,"agile, leadership","Worked as developer for 6 years with expertise in agile, leadership",developer,0
CAND_0417,14,high_school,"git, machine learning, azure, excel","Worked as consultant for 14 years with expertise in git, machine learning, azure",consultant,0
CAND_0418,13,master,"azure, javascript, communication, git","Worked as analyst for 13 years with expertise in azure, javascript, communication",analyst,1
CAND_0419,10,high_school,"teamwork, javascript, react, communication, docker, agile, data analysis","Worked as consultant for 10 years with expertise in teamwork, javascript, react",consultant,0
CAND_0420,14,high_school,"react, javascript, java","Worked as developer for 14 years with expertise in react, javascript, java",developer,0
CAND_0421,2,high_school,"communication, machine learning, data analysis, project management, excel","Worked as manager for 2 years with expertise in communication, machine learning, data analysis",manager,0
CAND_0422,13,associate,"leadership, sql, git, kubernetes","Worked as developer for 13 years with expertise in leadership, sql, git",developer,0
CAND_0423,9,master,"git, java, project management, communication, python","Worked as manager for 9 years with expertise in git, java, project management",manager,1
CAND_0424,3,bachelor,"project management, scrum","Worked as analyst for 3 years with expertise in project management, scrum",analyst,1
CAND_0425,2,master,"statistics, data analysis, sql, aws","Worked as consultant for 2 years with expertise in statistics, data analysis, sql",consultant,0
CAND_0426,16,high_school,"java, data analysis","Worked as analyst for 16 years with expertise in java, data analysis",analyst,0
CAND_0427,19,associate,"teamwork, data analysis, java, kubernetes, scrum","Worked as manager for 19 years with expertise in teamwork, data analysis, java",manager,1
CAND_0428,9,associate,"kubernetes, agile, project management, communication","Worked as developer for 9 years with expertise in kubernetes, agile, project management",developer,0
CAND_0429,2,phd,"nodejs, aws, docker, java, leadership, kubernetes, azure, linux","Worked as developer for 2 years with expertise in nodejs, aws, docker",developer,1
CAND_0430,13,master,"linux, statistics, react, javascript, kubernetes, leadership","Worked as developer for 13 years with expertise in linux, statistics, react",developer,1
CAND_0431,19,associate,"react, linux, agile, scrum, sql","Worked as developer for 19 years with expertise in react, linux, agile",developer,0
CAND_0432,0,phd,"javascript, kubernetes, excel, statistics, nodejs","Worked as developer for 0 years with expertise in javascript, kubernetes, excel",developer,0
CAND_0433,19,phd,"sql, excel, project management, react, machine learning, data analysis, java, communication","Worked as consultant for 19 years with expertise in sql, excel, project management",consultant,1
CAND_0434,17,high_school,"data analysis, docker, scrum","Worked as consultant for 17 years with expertise in data analysis, docker, scrum",consultant,0
CAND_0435,9,high_school,"project management, leadership, docker, react, scrum, nodejs","Worked as analyst for 9 years with expertise in project management, leadership, docker",analyst,1
CAND_0436,11,bachelor,"statistics, project management, agile, data analysis, teamwork, machine learning, javascript","Worked as developer for 11 years with expertise in statistics, project management, agile",developer,1
CAND_0437,16,master,"excel, aws, kubernetes, sql, docker, statistics","Worked as developer for 16 years with expertise in excel, aws, kubernetes",developer,1
CAND_0438,4,bachelor,"leadership, java, excel","Worked as analyst for 4 years with expertise in leadership, java, excel",analyst,1
CAND_0439,11,high_school,"project management, excel, aws, sql","Worked as consultant for 11 years with expertise in project management, excel, aws",consultant,0
CAND_0440,1,bachelor,"nodejs, excel, kubernetes, aws, communication, linux, sql","Worked as consultant for 1 years with expertise in nodejs, excel, kubernetes",consultant,0
CAND_0441,17,phd,"javascript, azure, java, git, data analysis, aws, scrum","Worked as manager for 17 years with expertise in javascript, azure, java",manager,1
CAND_0442,5,high_school,"project management, javascript, teamwork, data analysis, git, python","Worked as manager for 5 years with expertise in project management, javascript, teamwork",manager,1
CAND_0443,7,bachelor,"agile, leadership, kubernetes, scrum, teamwork, excel, azure, machine learning","Worked as manager for 7 years with expertise in agile, leadership, kubernetes",manager,1
CAND_0444,3,bachelor,"kubernetes, data analysis","Worked as developer for 3 years with expertise in kubernetes, data analysis",developer,1
CAND_0445,18,high_school,"teamwork, git, project management, sql, react, scrum","Worked as consultant for 18 years with expertise in teamwork, git, project management",consultant,1
CAND_0446,10,high_school,"python, scrum, project management, linux","Worked as manager for 10 years with expertise in python, scrum, project management",manager,1
